[2014-07-29 12:06:34] {'playid':640002386,'time':1406606794,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 12:07:04] {'playid':640002386,'time':1406606824,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 12:07:04] {'playid':640002386,'time':1406606824,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 12:07:05] {'playid':640002386,'time':1406606825,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 12:07:27] {'playid':'640003015','time':1406606847,'coin_type':2,'sub_type':102,'coin_count':-200,'add_count':1,'item_id':1073430012}
[2014-07-29 12:07:28] {'playid':'640003015','time':1406606848,'coin_type':2,'sub_type':102,'coin_count':-300,'add_count':1,'item_id':1073430022}
[2014-07-29 12:07:29] {'playid':'640003015','time':1406606849,'coin_type':2,'sub_type':102,'coin_count':-400,'add_count':1,'item_id':1073430032}
[2014-07-29 12:07:29] {'playid':'640003015','time':1406606849,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':0,'item_id':0}
[2014-07-29 12:07:30] {'playid':'640003015','time':1406606850,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':0,'item_id':0}
[2014-07-29 12:07:30] {'playid':'640003015','time':1406606850,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':0,'item_id':0}
[2014-07-29 12:07:31] {'playid':'640003015','time':1406606851,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':0,'item_id':0}
[2014-07-29 12:07:31] {'playid':'640003015','time':1406606851,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':0,'item_id':0}
[2014-07-29 12:07:32] {'playid':'640003015','time':1406606852,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':0,'item_id':0}
[2014-07-29 12:07:33] {'playid':'640003015','time':1406606853,'coin_type':2,'sub_type':102,'coin_count':-500,'add_count':1,'item_id':1073430042}
[2014-07-29 12:07:33] {'playid':'640003015','time':1406606853,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':0,'item_id':0}
[2014-07-29 12:07:34] {'playid':'640003015','time':1406606854,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':0,'item_id':0}
[2014-07-29 12:07:34] {'playid':'640003015','time':1406606854,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':0,'item_id':0}
[2014-07-29 12:07:35] {'playid':'640003015','time':1406606855,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':0,'item_id':0}
[2014-07-29 12:07:35] {'playid':'640003015','time':1406606855,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':0,'item_id':0}
[2014-07-29 12:07:35] {'playid':'640003015','time':1406606855,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':0,'item_id':0}
[2014-07-29 12:07:36] {'playid':'640003015','time':1406606856,'coin_type':2,'sub_type':102,'coin_count':-600,'add_count':1,'item_id':1073430052}
[2014-07-29 12:07:36] {'playid':'640003015','time':1406606856,'coin_type':2,'sub_type':102,'coin_count':-700,'add_count':0,'item_id':0}
[2014-07-29 12:07:37] {'playid':'640003015','time':1406606857,'coin_type':2,'sub_type':102,'coin_count':-700,'add_count':0,'item_id':0}
[2014-07-29 12:07:37] {'playid':'640003015','time':1406606857,'coin_type':2,'sub_type':102,'coin_count':-700,'add_count':0,'item_id':0}
[2014-07-29 12:07:37] {'playid':'640003015','time':1406606857,'coin_type':2,'sub_type':102,'coin_count':-700,'add_count':0,'item_id':0}
